voltage,current,currentDev
0.0,-4.805555e-13,4.150722e-10
-5.0,2.207361e-11,4.0217e-10
-10.0,1.087368e-10,3.447789e-10
-15.0,3.977873e-11,3.928431e-10
-20.0,5.700244e-11,3.716103e-10
-25.0,-1.077464e-10,4.072824e-10
-30.0,-1.754814e-10,4.088464e-10
-35.0,-3.921221e-10,3.69743e-10
-40.0,-2.610285e-09,3.481352e-10
-45.0,-2.178959e-08,1.238331e-09
-50.0,-2.225837e-08,1.765659e-09
-55.0,-2.213445e-08,2.541477e-09
-60.0,-2.175892e-08,2.22069e-09
-65.0,-2.047753e-08,2.774345e-09
-70.0,-2.274361e-08,5.062757e-09
-75.0,-2.251175e-08,1.723544e-09
-80.0,-2.264593e-08,1.751548e-09
-85.0,-2.266749e-08,1.0227e-09
-90.0,-2.197655e-08,1.794529e-09
-95.0,-2.339119e-08,2.996991e-09
-100.0,-2.277518e-08,3.934072e-10
-105.0,-2.257159e-08,7.509494e-10
-110.0,-2.294103e-08,7.066206e-10
-115.0,-2.300125e-08,4.238724e-10
-120.0,-2.271394e-08,9.878702e-10
-125.0,-2.317703e-08,6.401312e-10
-130.0,-2.299497e-08,7.684772e-10
-135.0,-2.363989e-08,7.09211e-10
-140.0,-2.352644e-08,7.496633e-10
-145.0,-2.372559e-08,4.011314e-10
-150.0,-2.361175e-08,4.370259e-10
-155.0,-2.440642e-08,1.960431e-09
-160.0,-2.451432e-08,6.0536e-10
-165.0,-2.449576e-08,1.799215e-09
-170.0,-2.417011e-08,1.004736e-09
-175.0,-2.54203e-08,1.336947e-09
-180.0,-2.547241e-08,1.129845e-09
-185.0,-2.544603e-08,6.114528e-10
-190.0,-2.59572e-08,1.774343e-09
-195.0,-2.631137e-08,3.65255e-10
-200.0,-2.67266e-08,2.036413e-09
-205.0,-2.667885e-08,1.232483e-09
-210.0,-2.718641e-08,1.329007e-09
-215.0,-2.746301e-08,1.071337e-09
-220.0,-2.783305e-08,6.140104e-10
-225.0,-2.833879e-08,4.760657e-10
-230.0,-2.8484e-08,9.038377e-10
-235.0,-2.89419e-08,7.846823e-10
-240.0,-2.96247e-08,1.075875e-09
-245.0,-2.993402e-08,8.157135e-10
-250.0,-3.030895e-08,3.191113e-10
-255.0,-3.070254e-08,2.484259e-10
-260.0,-3.133477e-08,4.849622e-10
-265.0,-3.144047e-08,3.61199e-10
-270.0,-3.172353e-08,1.305835e-09
-275.0,-3.092191e-08,4.346552e-09
-280.0,-3.306267e-08,2.364948e-09
-285.0,-3.340074e-08,1.10118e-09
-290.0,-3.363131e-08,2.024326e-09
-295.0,-3.464613e-08,3.795443e-10
-300.0,-3.49523e-08,7.443656e-10
-305.0,-3.604601e-08,8.202268e-10
-310.0,-3.651702e-08,3.70616e-10
-315.0,-3.703053e-08,1.132269e-09
-320.0,-3.751743e-08,1.029719e-09
-325.0,-3.823988e-08,4.295977e-10
-330.0,-3.900541e-08,6.926177e-10
-335.0,-3.924105e-08,2.994645e-10
-340.0,-3.998803e-08,4.251131e-10
-345.0,-4.015482e-08,8.921283e-10
-350.0,-4.142117e-08,3.829376e-10
-355.0,-4.187584e-08,5.176077e-10
-360.0,-4.267056e-08,5.305457e-10
-365.0,-3.935761e-08,8.192137e-09
-370.0,-4.38497e-08,1.103206e-09
-375.0,-4.426718e-08,1.284115e-09
-380.0,-4.520179e-08,4.729364e-10
-385.0,-4.60115e-08,2.91685e-10
-390.0,-4.697356e-08,5.965042e-10
-395.0,-4.730432e-08,3.179112e-10
-400.0,-4.844627e-08,1.020865e-09
-405.0,-4.869894e-08,1.224592e-09
-410.0,-5.006251e-08,1.669922e-09
-415.0,-5.033339e-08,1.383092e-09
-420.0,-5.065825e-08,1.316557e-09
-425.0,-5.162756e-08,1.662561e-09
-430.0,-5.480356e-08,7.80075e-09
-435.0,-5.390337e-08,2.955681e-10
-440.0,-5.487359e-08,1.286037e-09
-445.0,-5.537887e-08,6.593251e-10
-450.0,-5.647519e-08,2.175044e-09
-455.0,-5.731203e-08,5.582393e-10
-460.0,-5.847345e-08,1.003886e-09
-465.0,-5.911133e-08,5.974783e-10
-470.0,-5.993157e-08,8.424944e-10
-475.0,-6.100223e-08,3.29571e-10
-480.0,-6.20674e-08,5.240288e-10
-485.0,-6.308859e-08,4.669743e-10
-490.0,-6.366917e-08,7.217531e-10
-495.0,-6.424083e-08,1.917062e-09
-500.0,-6.519262e-08,2.124535e-09
-505.0,-6.628353e-08,2.464902e-09
-510.0,-6.841856e-08,1.704947e-09
-515.0,-6.924486e-08,5.395358e-10
-520.0,-6.986073e-08,1.887204e-09
-525.0,-7.147906e-08,1.427803e-09
-530.0,-7.128045e-08,1.370074e-09
-535.0,-7.261859e-08,5.461468e-10
-540.0,-7.446354e-08,1.083153e-09
-545.0,-7.513125e-08,5.511436e-10
-550.0,-7.642233e-08,9.583159e-10
-555.0,-7.671964e-08,5.365676e-09
-560.0,-7.842102e-08,8.634115e-10
-565.0,-7.952733e-08,4.212814e-10
-570.0,-8.070789e-08,4.227075e-10
-575.0,-8.206676e-08,1.896086e-09
-580.0,-8.403386e-08,2.027403e-09
-585.0,-8.315476e-08,4.479129e-09
-590.0,-8.413967e-08,3.801361e-09
-595.0,-8.627148e-08,9.60914e-10
-600.0,-8.77259e-08,4.936693e-10
-605.0,-8.900472e-08,7.901693e-10
-610.0,-8.968343e-08,6.24658e-10
-615.0,-9.115639e-08,1.962355e-09
-620.0,-9.265112e-08,1.915042e-09
-625.0,-9.375702e-08,1.751258e-09
-630.0,-9.61973e-08,6.557549e-09
-635.0,-9.671378e-08,4.328232e-09
-640.0,-9.713316e-08,1.820865e-09
-645.0,-9.890275e-08,8.378839e-10
-650.0,-9.929845e-08,1.601157e-09
-655.0,-1.007829e-07,9.562994e-10
-660.0,-1.018383e-07,2.833143e-09
-665.0,-1.043002e-07,7.055982e-10
-670.0,-1.0476e-07,2.160369e-09
-675.0,-1.070228e-07,2.080223e-09
-680.0,-1.079141e-07,8.398702e-09
-685.0,-1.093485e-07,6.804187e-10
-690.0,-1.105977e-07,4.153136e-10
-695.0,-1.117628e-07,1.84425e-09
