voltage,current,currentDev
0.0,-1.044013e-10,4.029852e-10
-5.0,1.42245e-12,4.093387e-10
-10.0,3.690745e-11,3.843818e-10
-15.0,6.748493e-11,4.176463e-10
-20.0,-5.28614e-11,7.432013e-10
-25.0,6.111503e-11,3.631341e-10
-30.0,-1.267863e-09,3.49576e-10
-35.0,-2.210108e-09,4.088834e-10
-40.0,-4.04634e-09,4.294749e-10
-45.0,-5.706057e-09,4.421953e-10
-50.0,-7.113036e-09,4.41864e-10
