voltage,current,currentDev
0.0,1.691541e-10,5.162376e-10
-5.0,-4.747391e-11,4.032258e-10
-10.0,-3.585575e-11,4.449239e-10
-15.0,-2.97433e-10,4.168171e-10
-20.0,-7.71322e-10,4.590043e-10
-25.0,-1.207697e-09,4.195508e-10
-30.0,-1.752068e-09,4.238229e-10
-35.0,-2.696253e-09,4.030308e-10
-40.0,-4.070375e-09,3.885257e-10
-45.0,-5.713568e-09,4.451126e-10
-50.0,-8.180256e-09,4.923757e-10
-55.0,-9.916111e-09,3.942321e-10
-60.0,-1.141106e-08,4.423017e-10
-65.0,-1.336961e-08,4.695753e-10
-70.0,-1.521444e-08,4.070298e-10
-75.0,-1.816582e-08,3.963326e-10
-80.0,-2.108464e-08,3.886831e-10
-85.0,-2.230052e-08,3.457161e-10
-90.0,-2.370992e-08,4.077919e-10
-95.0,-2.456625e-08,4.190732e-10
-100.0,-2.706514e-08,4.567864e-10
-105.0,-2.63742e-08,3.849355e-10
-110.0,-2.563153e-08,4.635538e-10
-115.0,-2.319331e-08,7.973386e-10
-120.0,-2.359566e-08,2.894221e-10
-125.0,-2.387251e-08,3.292865e-10
-130.0,-2.371192e-08,2.92136e-10
-135.0,-2.37433e-08,2.681514e-10
-140.0,-2.381834e-08,2.757357e-10
-145.0,-2.399393e-08,2.984192e-10
-150.0,-2.403782e-08,2.696892e-10
-155.0,-2.416805e-08,2.991078e-10
-160.0,-2.404068e-08,2.636884e-10
-165.0,-2.413733e-08,2.950964e-10
-170.0,-2.421022e-08,2.58129e-10
-175.0,-2.432789e-08,2.859474e-10
-180.0,-2.434333e-08,2.844697e-10
-185.0,-2.437003e-08,2.922844e-10
-190.0,-2.446281e-08,2.878651e-10
-195.0,-2.4585e-08,2.798708e-10
-200.0,-2.463097e-08,2.71416e-10
-205.0,-2.469588e-08,2.700531e-10
-210.0,-2.486726e-08,2.965767e-10
-215.0,-2.495971e-08,2.395051e-10
-220.0,-2.497582e-08,2.527353e-10
-225.0,-2.516373e-08,2.79415e-10
-230.0,-2.528709e-08,2.671446e-10
-235.0,-2.542429e-08,2.758116e-10
-240.0,-2.538664e-08,2.643888e-10
-245.0,-2.545277e-08,2.86201e-10
-250.0,-2.571541e-08,2.910615e-10
-255.0,-2.580735e-08,2.954033e-10
-260.0,-2.58632e-08,2.74704e-10
-265.0,-2.604133e-08,2.80019e-10
-270.0,-2.614012e-08,3.074375e-10
-275.0,-2.618922e-08,3.334609e-10
-280.0,-2.631228e-08,2.868745e-10
-285.0,-2.6392e-08,2.72692e-10
-290.0,-2.653558e-08,2.850627e-10
-295.0,-2.660327e-08,2.749022e-10
-300.0,-2.671607e-08,2.895747e-10
-305.0,-2.685091e-08,2.486717e-10
-310.0,-2.702455e-08,2.944756e-10
-315.0,-2.700855e-08,2.60011e-10
-320.0,-2.70644e-08,2.343361e-10
-325.0,-2.724992e-08,2.823224e-10
-330.0,-2.725095e-08,2.58203e-10
-335.0,-2.743041e-08,3.402143e-10
-340.0,-2.761962e-08,2.740692e-10
-345.0,-2.772348e-08,2.990869e-10
-350.0,-2.78572e-08,2.994179e-10
-355.0,-2.800999e-08,2.492306e-10
-360.0,-2.831164e-08,2.714705e-10
-365.0,-2.847217e-08,3.178785e-10
-370.0,-2.860142e-08,2.62306e-10
-375.0,-2.877705e-08,2.886273e-10
-380.0,-2.891831e-08,2.656372e-10
-385.0,-2.891839e-08,2.981554e-10
-390.0,-2.922631e-08,2.491081e-10
-395.0,-2.945421e-08,2.863542e-10
-400.0,-2.955617e-08,3.036855e-10
-405.0,-2.983016e-08,2.722955e-10
-410.0,-2.996231e-08,3.759874e-10
-415.0,-3.004673e-08,2.605068e-10
-420.0,-3.035262e-08,3.166168e-10
-425.0,-3.063619e-08,3.29431e-10
-430.0,-3.066739e-08,2.624392e-10
-435.0,-3.08595e-08,3.021918e-10
-440.0,-3.12217e-08,2.782413e-10
-445.0,-3.139831e-08,3.222022e-10
-450.0,-3.153831e-08,3.138574e-10
-455.0,-3.190833e-08,3.123211e-10
-460.0,-3.212612e-08,3.047598e-10
-465.0,-3.245674e-08,3.29491e-10
-470.0,-3.257728e-08,2.361536e-10
-475.0,-3.293873e-08,2.907597e-10
-480.0,-3.315556e-08,3.004836e-10
-485.0,-3.34183e-08,3.011159e-10
-490.0,-3.372183e-08,2.934448e-10
-495.0,-3.419969e-08,2.569833e-10
-500.0,-3.473831e-08,2.911952e-10
-505.0,-3.470389e-08,3.011231e-10
