voltage,current,currentDev
0.0,-1.222877e-10,4.284818e-10
-5.0,2.194005e-11,4.391264e-10
-10.0,7.694833e-11,4.520958e-10
-15.0,1.985553e-11,4.035746e-10
-20.0,1.413958e-11,4.494745e-10
-25.0,8.213258e-11,4.194732e-10
-30.0,5.434675e-11,3.982576e-10
-35.0,-1.133634e-09,3.077053e-09
-40.0,-1.241967e-08,3.150416e-08
-45.0,-3.408847e-08,1.798373e-08
-50.0,-2.136734e-08,4.30823e-10
-55.0,-2.145502e-08,3.323581e-10
-60.0,-2.170232e-08,4.204797e-10
-65.0,-2.171975e-08,3.158951e-10
-70.0,-2.195645e-08,2.791239e-10
-75.0,-2.207166e-08,3.070914e-10
-80.0,-2.199878e-08,3.34862e-10
-85.0,-2.214903e-08,3.650399e-10
-90.0,-2.231864e-08,3.735615e-10
-95.0,-2.236386e-08,3.251595e-10
-100.0,-2.24688e-08,3.277433e-10
-105.0,-2.253938e-08,3.962098e-10
-110.0,-2.260377e-08,3.165708e-10
-115.0,-2.261451e-08,3.019791e-10
-120.0,-2.280103e-08,3.248123e-10
-125.0,-2.267186e-08,3.15311e-10
-130.0,-2.290708e-08,3.706512e-10
-135.0,-2.289535e-08,4.065253e-10
-140.0,-2.31198e-08,3.58262e-10
-145.0,-2.327713e-08,3.854095e-10
-150.0,-2.333276e-08,2.903207e-10
-155.0,-2.342258e-08,2.420135e-10
-160.0,-2.34495e-08,4.923359e-10
-165.0,-2.360317e-08,3.429851e-10
-170.0,-2.367861e-08,1.805338e-10
-175.0,-2.390969e-08,3.867453e-10
-180.0,-2.398172e-08,3.258344e-10
-185.0,-2.43069e-08,3.964359e-10
-190.0,-2.412072e-08,3.028182e-10
-195.0,-2.445648e-08,5.155144e-10
-200.0,-2.449024e-08,4.419932e-10
-205.0,-2.45588e-08,3.315698e-10
-210.0,-2.478674e-08,3.10165e-10
-215.0,-2.487298e-08,3.421936e-10
-220.0,-2.49047e-08,3.397551e-10
-225.0,-2.514424e-08,3.494082e-10
-230.0,-2.51391e-08,2.93777e-10
-235.0,-2.545605e-08,6.863594e-10
-240.0,-2.558807e-08,5.230968e-10
-245.0,-2.552188e-08,5.544641e-10
-250.0,-2.57229e-08,5.220771e-10
-255.0,-2.576976e-08,4.329119e-10
-260.0,-2.598907e-08,3.092997e-10
-265.0,-2.604429e-08,4.018735e-10
-270.0,-2.629462e-08,3.731605e-10
-275.0,-2.641438e-08,3.509233e-10
-280.0,-2.660846e-08,3.273919e-10
-285.0,-2.652169e-08,4.542854e-10
-290.0,-2.676304e-08,3.188699e-10
-295.0,-2.704784e-08,3.532352e-10
-300.0,-2.724684e-08,4.080734e-10
-305.0,-2.745274e-08,3.320358e-10
-310.0,-2.75377e-08,4.417496e-10
-315.0,-2.788548e-08,3.145865e-10
-320.0,-2.801999e-08,3.003627e-10
-325.0,-2.820662e-08,3.584388e-10
-330.0,-2.831771e-08,4.945508e-10
-335.0,-2.855877e-08,3.711886e-10
-340.0,-2.868873e-08,2.990461e-10
-345.0,-2.897363e-08,3.574722e-10
-350.0,-2.915309e-08,3.273862e-10
-355.0,-2.946462e-08,3.602555e-10
-360.0,-2.966609e-08,2.600983e-10
-365.0,-3.00083e-08,4.292699e-10
-370.0,-3.018749e-08,3.191596e-10
-375.0,-3.036184e-08,3.695018e-10
-380.0,-3.055349e-08,2.170166e-10
-385.0,-3.080101e-08,4.519577e-10
-390.0,-3.116379e-08,4.027903e-10
-395.0,-3.138338e-08,3.385617e-10
-400.0,-3.164415e-08,3.44019e-10
-405.0,-3.206678e-08,2.594865e-10
-410.0,-3.233485e-08,4.022789e-10
-415.0,-3.247412e-08,3.479548e-10
-420.0,-3.280149e-08,3.203119e-10
-425.0,-3.312195e-08,4.297886e-10
-430.0,-3.335923e-08,3.725218e-10
-435.0,-3.363202e-08,3.709834e-10
-440.0,-3.405537e-08,2.461411e-09
-445.0,-3.432337e-08,3.241409e-10
-450.0,-3.449715e-08,3.451443e-10
-455.0,-3.476123e-08,5.641708e-10
-460.0,-3.545607e-08,6.853622e-10
-465.0,-3.572918e-08,4.052425e-10
-470.0,-3.590569e-08,2.68969e-10
-475.0,-3.617449e-08,4.077214e-10
-480.0,-3.673817e-08,5.206583e-10
-485.0,-3.713929e-08,5.465588e-10
-490.0,-3.730013e-08,5.989518e-10
-495.0,-3.764866e-08,4.416375e-10
-500.0,-3.808571e-08,3.03973e-10
-505.0,-3.833813e-08,4.027712e-10
-510.0,-3.864162e-08,3.841921e-10
-515.0,-3.927398e-08,6.219097e-10
-520.0,-3.944812e-08,3.109123e-10
-525.0,-3.973592e-08,1.132455e-09
-530.0,-4.008201e-08,5.289024e-10
-535.0,-4.062598e-08,6.213672e-10
-540.0,-4.113857e-08,3.706803e-10
-545.0,-4.163338e-08,7.202517e-10
-550.0,-4.196745e-08,8.724257e-10
-555.0,-4.247534e-08,6.957931e-10
-560.0,-4.238034e-08,1.500372e-09
-565.0,-4.320329e-08,3.227039e-10
-570.0,-4.40812e-08,2.458146e-10
-575.0,-4.409912e-08,6.67411e-10
-580.0,-4.448815e-08,4.749896e-10
-585.0,-4.495223e-08,4.405097e-10
-590.0,-4.532686e-08,4.411942e-10
-595.0,-4.587161e-08,4.357043e-10
-600.0,-4.637259e-08,9.002759e-10
-605.0,-4.664341e-08,3.685024e-10
-610.0,-4.727331e-08,4.031097e-10
-615.0,-4.758388e-08,5.127043e-10
-620.0,-4.759108e-08,1.418259e-09
-625.0,-4.853625e-08,6.233565e-10
-630.0,-4.908888e-08,8.563447e-10
-635.0,-4.923166e-08,1.635615e-09
-640.0,-5.016988e-08,4.727655e-10
-645.0,-5.050926e-08,5.405587e-10
