voltage,current,currentDev
0.0,-1.068294e-10,5.971807e-10
-5.0,-4.088979e-09,1.004807e-09
-10.0,-1.19717e-08,9.975477e-10
-15.0,-1.227078e-08,5.240962e-10
-20.0,-1.283761e-08,5.020897e-10
-25.0,-1.297826e-08,5.155409e-10
-30.0,-1.346366e-08,4.57691e-10
-35.0,-1.380412e-08,4.141231e-10
-40.0,-1.401196e-08,4.20556e-10
-45.0,-1.437944e-08,4.943202e-10
-50.0,-1.460734e-08,4.992715e-10
-55.0,-1.463091e-08,3.947132e-10
-60.0,-1.477996e-08,4.303392e-10
-65.0,-1.481392e-08,5.119447e-10
-70.0,-1.497515e-08,4.098843e-10
-75.0,-1.497859e-08,3.404835e-10
-80.0,-1.520761e-08,3.403265e-10
-85.0,-1.513905e-08,4.493385e-10
-90.0,-1.525973e-08,3.972825e-10
-95.0,-1.539125e-08,5.147338e-10
-100.0,-1.545646e-08,3.198002e-10
-105.0,-1.551524e-08,3.997185e-10
-110.0,-1.569206e-08,3.260014e-10
-115.0,-1.559984e-08,3.588626e-10
-120.0,-1.57535e-08,2.727394e-10
-125.0,-1.584123e-08,3.263161e-10
-130.0,-1.587765e-08,4.361078e-10
-135.0,-1.591886e-08,3.976851e-10
-140.0,-1.597932e-08,2.965068e-10
-145.0,-1.616361e-08,3.515188e-10
-150.0,-1.62448e-08,3.429828e-10
-155.0,-1.620165e-08,3.699404e-10
-160.0,-1.628335e-08,3.216512e-10
-165.0,-1.641297e-08,3.619536e-10
-170.0,-1.652402e-08,3.38263e-10
-175.0,-1.655279e-08,3.380232e-10
-180.0,-1.683299e-08,3.692092e-10
-185.0,-1.677937e-08,3.465125e-10
-190.0,-1.688011e-08,3.684985e-10
-195.0,-1.683633e-08,9.241172e-10
-200.0,-1.71755e-08,3.5914e-10
-205.0,-1.731044e-08,3.276431e-10
-210.0,-1.749249e-08,2.83812e-10
-215.0,-1.757339e-08,3.197203e-10
-220.0,-1.768412e-08,2.872319e-10
-225.0,-1.782447e-08,3.199233e-10
-230.0,-1.793996e-08,3.125162e-10
-235.0,-1.811183e-08,3.337416e-10
-240.0,-1.817279e-08,3.288911e-10
-245.0,-1.840952e-08,3.29684e-10
-250.0,-1.858432e-08,3.06746e-10
-255.0,-1.859228e-08,9.094575e-10
-260.0,-1.905576e-08,5.188304e-10
-265.0,-1.897925e-08,3.529589e-10
-270.0,-1.911006e-08,3.028945e-10
-275.0,-1.919618e-08,2.939736e-10
-280.0,-1.940323e-08,2.476554e-10
-285.0,-1.955238e-08,3.305213e-10
-290.0,-1.971353e-08,3.106585e-10
-295.0,-2.000499e-08,3.826407e-10
-300.0,-2.005476e-08,3.270788e-10
-305.0,-2.02234e-08,3.464909e-10
-310.0,-2.034152e-08,3.241341e-10
-315.0,-2.049115e-08,3.140274e-10
-320.0,-2.070598e-08,3.291595e-10
-325.0,-2.081778e-08,2.893379e-10
-330.0,-2.105001e-08,3.251436e-10
-335.0,-2.122092e-08,3.379634e-10
-340.0,-2.136017e-08,3.426469e-10
-345.0,-2.159107e-08,3.59073e-10
-350.0,-2.172945e-08,3.047638e-10
-355.0,-2.203896e-08,3.395653e-10
-360.0,-2.212255e-08,3.146567e-10
-365.0,-2.240184e-08,3.625663e-10
-370.0,-2.258102e-08,3.260408e-10
-375.0,-2.278226e-08,2.657838e-10
-380.0,-2.307159e-08,3.843262e-10
-385.0,-2.331696e-08,3.070546e-10
-390.0,-2.352796e-08,3.676534e-10
-395.0,-2.385154e-08,3.247017e-10
-400.0,-2.393465e-08,2.890573e-10
-405.0,-2.435615e-08,3.080402e-10
-410.0,-2.458593e-08,3.310862e-10
-415.0,-2.49684e-08,3.416573e-10
-420.0,-2.52204e-08,3.327004e-10
-425.0,-2.541492e-08,3.129529e-10
-430.0,-2.580908e-08,2.626852e-10
-435.0,-2.610074e-08,2.957482e-10
-440.0,-2.638756e-08,3.162502e-10
-445.0,-2.671342e-08,2.657562e-10
-450.0,-2.703012e-08,3.323389e-10
-455.0,-2.745434e-08,3.719175e-10
-460.0,-2.769626e-08,2.767495e-10
-465.0,-2.807731e-08,3.269722e-10
-470.0,-2.845993e-08,3.511409e-10
-475.0,-2.873833e-08,3.107637e-10
-480.0,-2.91002e-08,3.184812e-10
-485.0,-2.954289e-08,3.478851e-10
-490.0,-2.985421e-08,3.404322e-10
-495.0,-3.014073e-08,3.036389e-10
-500.0,-3.064627e-08,3.458445e-10
-505.0,-3.106098e-08,3.11216e-10
-510.0,-3.142069e-08,3.283817e-10
-515.0,-3.17645e-08,3.383597e-10
-520.0,-3.216899e-08,3.726171e-10
-525.0,-3.267192e-08,2.198397e-10
-530.0,-3.30293e-08,3.589404e-10
-535.0,-3.338541e-08,3.094056e-10
-540.0,-3.394814e-08,3.443849e-10
-545.0,-3.435755e-08,2.996239e-10
-550.0,-3.479983e-08,3.27388e-10
-555.0,-3.513606e-08,3.953137e-10
-560.0,-3.573016e-08,3.223377e-10
-565.0,-3.60848e-08,3.321313e-10
-570.0,-3.646936e-08,3.515176e-10
-575.0,-3.696849e-08,3.16417e-10
-580.0,-3.741387e-08,3.032523e-10
-585.0,-3.797331e-08,3.325154e-10
-590.0,-3.846542e-08,2.822109e-10
-595.0,-3.896914e-08,2.510125e-10
-600.0,-3.932501e-08,3.212155e-10
-605.0,-3.987136e-08,3.463633e-10
-610.0,-4.038989e-08,3.119228e-10
-615.0,-4.093176e-08,2.665321e-10
-620.0,-4.140376e-08,2.719707e-10
-625.0,-4.189724e-08,3.069378e-10
-630.0,-4.234718e-08,3.153912e-10
-635.0,-4.289748e-08,3.483698e-10
-640.0,-4.333053e-08,1.809138e-10
-645.0,-4.376385e-08,2.802867e-10
-650.0,-4.439224e-08,3.837179e-10
-655.0,-4.501886e-08,4.021193e-10
-660.0,-4.560658e-08,2.524209e-10
-665.0,-4.614353e-08,2.91515e-10
-670.0,-4.65482e-08,3.755383e-10
-675.0,-4.710857e-08,3.080065e-10
-680.0,-4.758755e-08,3.125031e-10
-685.0,-4.828497e-08,3.350975e-10
-690.0,-4.878998e-08,2.69801e-10
-695.0,-4.92383e-08,3.280807e-10
-700.0,-4.986959e-08,3.725643e-10
-705.0,-5.040896e-08,4.185559e-10
-710.0,-5.095562e-08,3.34304e-10
-715.0,-5.151485e-08,3.005009e-10
-720.0,-5.207156e-08,3.286921e-10
-725.0,-5.272558e-08,4.006138e-10
-730.0,-5.326144e-08,3.410457e-10
-735.0,-5.383357e-08,2.721474e-10
-740.0,-5.431766e-08,4.230644e-10
-745.0,-5.493506e-08,3.035961e-10
-750.0,-5.56376e-08,3.936295e-10
-755.0,-5.612512e-08,4.124261e-10
-760.0,-5.670062e-08,3.112354e-10
-765.0,-5.726288e-08,3.789848e-10
-770.0,-5.778186e-08,3.031566e-10
-775.0,-5.846115e-08,3.992038e-10
-780.0,-5.911927e-08,4.607375e-10
-785.0,-5.970234e-08,3.436308e-10
-790.0,-6.037278e-08,4.141783e-10
-795.0,-6.104409e-08,3.806305e-10
-800.0,-6.164166e-08,3.686317e-10
-805.0,-6.216617e-08,3.37033e-10
-810.0,-6.297293e-08,4.805634e-10
-815.0,-6.347472e-08,3.696286e-10
-820.0,-6.418083e-08,3.666091e-10
-825.0,-6.472885e-08,3.151736e-10
-830.0,-6.525192e-08,4.675218e-10
-835.0,-6.594669e-08,4.401419e-10
-840.0,-6.674743e-08,3.787128e-10
-845.0,-6.718292e-08,4.656822e-10
-850.0,-6.791585e-08,3.013652e-10
-855.0,-6.843498e-08,3.114362e-10
-860.0,-6.924606e-08,3.927889e-10
-865.0,-6.984781e-08,2.624697e-10
-870.0,-7.04425e-08,4.275653e-10
-875.0,-7.110493e-08,4.844951e-10
-880.0,-7.169684e-08,3.746357e-10
-885.0,-7.236543e-08,4.860523e-10
-890.0,-7.298094e-08,4.280969e-10
-895.0,-7.369898e-08,2.945639e-10
-900.0,-7.440298e-08,4.891811e-10
-905.0,-7.512489e-08,3.569964e-10
-910.0,-7.555442e-08,3.670061e-10
-915.0,-7.655916e-08,7.536957e-10
-920.0,-7.702229e-08,3.38567e-10
-925.0,-7.78447e-08,4.064306e-10
-930.0,-7.844967e-08,3.541391e-10
-935.0,-7.921542e-08,3.262066e-10
-940.0,-7.982369e-08,3.563204e-10
-945.0,-8.051706e-08,4.305217e-10
-950.0,-8.179855e-08,5.427719e-10
-955.0,-8.211587e-08,5.0261e-10
-960.0,-8.273982e-08,5.640129e-10
-965.0,-8.335223e-08,5.845712e-10
-970.0,-8.421161e-08,3.797486e-10
-975.0,-8.502629e-08,4.081736e-10
-980.0,-8.588403e-08,3.739633e-10
-985.0,-8.627242e-08,4.686707e-10
-990.0,-8.712439e-08,3.379415e-10
-995.0,-8.799821e-08,3.997372e-10
-1000.0,-8.874265e-08,5.94058e-10
