voltage,current,currentDev
0.0,-1.387711e-10,5.27904e-10
-5.0,-6.824708e-10,4.758872e-10
-10.0,-5.426716e-09,1.396046e-09
-15.0,-1.196116e-08,7.36685e-10
-20.0,-1.181374e-08,8.815424e-10
-25.0,-1.256376e-08,6.158988e-10
-30.0,-1.313664e-08,4.713844e-10
-35.0,-1.327145e-08,2.604699e-09
-40.0,-1.358627e-08,7.760779e-10
-45.0,-1.325117e-08,5.524777e-10
-50.0,-1.383647e-08,1.250702e-09
-55.0,-1.404071e-08,6.554972e-10
-60.0,-1.460327e-08,9.298165e-10
-65.0,-1.430107e-08,7.659084e-10
-70.0,-1.417926e-08,1.148236e-09
-75.0,-1.459255e-08,9.306213e-10
-80.0,-1.446232e-08,4.660573e-10
-85.0,-1.454847e-08,8.84267e-10
-90.0,-1.468498e-08,5.187266e-10
-95.0,-1.502078e-08,6.054444e-10
-100.0,-1.510708e-08,1.344365e-09
-105.0,-1.514892e-08,3.125024e-10
-110.0,-1.531521e-08,5.327652e-10
-115.0,-1.659516e-08,3.288299e-09
-120.0,-1.567238e-08,6.22599e-10
-125.0,-1.512492e-08,4.937614e-10
-130.0,-1.526973e-08,3.664116e-10
-135.0,-1.56121e-08,5.41012e-10
-140.0,-1.569863e-08,3.752136e-10
-145.0,-1.585627e-08,4.114167e-10
-150.0,-1.563344e-08,4.845043e-10
-155.0,-1.457981e-08,7.150381e-10
-160.0,-1.586563e-08,3.948427e-10
-165.0,-1.578625e-08,2.87364e-10
-170.0,-1.586022e-08,3.821179e-10
-175.0,-1.61553e-08,5.924282e-10
-180.0,-1.53702e-08,7.476935e-10
-185.0,-1.619557e-08,5.134944e-10
-190.0,-1.623783e-08,4.014308e-10
-195.0,-1.562008e-08,1.376063e-09
-200.0,-1.674551e-08,7.495201e-10
-205.0,-1.629166e-08,9.484448e-10
-210.0,-1.659097e-08,5.273655e-10
-215.0,-1.638239e-08,2.183355e-09
-220.0,-1.782043e-08,8.041404e-10
-225.0,-1.676001e-08,7.983186e-10
-230.0,-1.641282e-08,5.271321e-10
-235.0,-1.681973e-08,3.040549e-10
-240.0,-1.739427e-08,5.362288e-10
-245.0,-1.782589e-08,4.629777e-10
-250.0,-1.783538e-08,1.517595e-09
-255.0,-1.788447e-08,1.244591e-09
-260.0,-1.802689e-08,1.103774e-09
-265.0,-1.793474e-08,8.051076e-10
-270.0,-1.749558e-08,2.045339e-09
-275.0,-1.800244e-08,6.749407e-10
-280.0,-1.830148e-08,6.740252e-10
-285.0,-1.842405e-08,8.858347e-10
-290.0,-1.831159e-08,8.294831e-10
-295.0,-1.904869e-08,9.164742e-10
-300.0,-1.857935e-08,4.858554e-10
-305.0,-1.91395e-08,8.879629e-10
-310.0,-2.003071e-08,8.58238e-10
-315.0,-1.908411e-08,3.138651e-10
-320.0,-1.912108e-08,1.466177e-09
-325.0,-1.962567e-08,4.660978e-10
-330.0,-1.937927e-08,4.089901e-10
-335.0,-1.941248e-08,4.663727e-10
-340.0,-1.950554e-08,3.635306e-10
-345.0,-1.976535e-08,7.02723e-10
-350.0,-2.090505e-08,1.45929e-09
-355.0,-2.01587e-08,5.466504e-10
-360.0,-2.04153e-08,4.231216e-10
-365.0,-2.03791e-08,5.199718e-10
-370.0,-2.057473e-08,4.323299e-10
-375.0,-2.044677e-08,4.523517e-10
-380.0,-2.077391e-08,3.160791e-10
-385.0,-2.088787e-08,3.572937e-10
-390.0,-2.096047e-08,3.520471e-10
-395.0,-2.10381e-08,4.237251e-10
-400.0,-2.16574e-08,5.614189e-10
-405.0,-2.148651e-08,3.754111e-10
-410.0,-2.207019e-08,5.992019e-10
-415.0,-2.177127e-08,4.186742e-10
-420.0,-2.174494e-08,3.904469e-10
-425.0,-2.1724e-08,1.244964e-09
-430.0,-2.206176e-08,9.751896e-10
-435.0,-2.217836e-08,1.281804e-09
-440.0,-2.207148e-08,1.087803e-09
-445.0,-2.259231e-08,6.156208e-10
-450.0,-2.189209e-08,2.911245e-09
-455.0,-2.367128e-08,8.713625e-10
-460.0,-2.253733e-08,6.935206e-10
-465.0,-2.307995e-08,4.371943e-10
-470.0,-2.372363e-08,3.211887e-09
-475.0,-2.273359e-08,1.257067e-09
-480.0,-2.317089e-08,4.398577e-10
-485.0,-2.388338e-08,6.790388e-10
-490.0,-2.404505e-08,3.135114e-10
-495.0,-2.417413e-08,9.292868e-10
-500.0,-2.445372e-08,1.12733e-09
-505.0,-2.483394e-08,7.819297e-10
-510.0,-2.452702e-08,1.289157e-09
-515.0,-2.497982e-08,2.581886e-10
-520.0,-2.575008e-08,6.862669e-10
-525.0,-2.539931e-08,3.640653e-10
-530.0,-2.568226e-08,5.32218e-10
-535.0,-2.602215e-08,6.118516e-10
-540.0,-2.615444e-08,2.93241e-10
-545.0,-2.634641e-08,6.199074e-10
-550.0,-2.731914e-08,1.977077e-09
-555.0,-2.700089e-08,4.00036e-10
-560.0,-2.72011e-08,4.082874e-10
-565.0,-2.737081e-08,4.816076e-10
-570.0,-2.782009e-08,1.894899e-09
-575.0,-2.878704e-08,2.603177e-09
-580.0,-2.834368e-08,1.029755e-09
-585.0,-2.852154e-08,4.890341e-10
-590.0,-2.854649e-08,7.074312e-10
-595.0,-2.929278e-08,4.180314e-10
-600.0,-2.93023e-08,4.766185e-10
-605.0,-2.932584e-08,5.709538e-10
-610.0,-2.941313e-08,5.70901e-10
-615.0,-2.965838e-08,8.147006e-10
-620.0,-3.033112e-08,4.543192e-10
-625.0,-3.087053e-08,3.390888e-09
-630.0,-3.073871e-08,9.340207e-10
-635.0,-3.097258e-08,6.082704e-10
-640.0,-3.147585e-08,7.966275e-10
-645.0,-3.319494e-08,3.816012e-09
-650.0,-3.234891e-08,1.688765e-09
-655.0,-3.245493e-08,5.043274e-10
-660.0,-3.227278e-08,1.251125e-09
-665.0,-3.274359e-08,6.882754e-10
-670.0,-3.315256e-08,9.775257e-10
-675.0,-3.368825e-08,7.675502e-10
-680.0,-3.380526e-08,7.770642e-10
-685.0,-3.445501e-08,8.21773e-10
-690.0,-3.435458e-08,5.988154e-10
-695.0,-3.500383e-08,6.317589e-10
-700.0,-3.535105e-08,9.188697e-10
