voltage,current,currentDev
0.0,-9.037613e-11,4.141829e-10
-5.0,-1.085024e-08,1.296251e-09
-10.0,-1.352795e-08,6.709284e-10
-15.0,-1.47036e-08,8.019181e-10
-20.0,-1.55234e-08,4.097741e-10
-25.0,-1.599282e-08,4.909743e-10
-30.0,-1.596345e-08,3.372722e-10
-35.0,-1.638021e-08,4.192598e-10
-40.0,-1.655623e-08,3.452195e-10
-45.0,-1.665508e-08,3.086292e-10
-50.0,-1.670514e-08,3.609746e-10
-55.0,-1.556285e-08,6.584137e-10
-60.0,-1.609095e-08,3.251457e-10
-65.0,-1.601703e-08,5.356751e-10
-70.0,-1.611266e-08,3.457547e-10
-75.0,-1.618264e-08,3.04438e-10
-80.0,-1.62325e-08,3.183893e-10
-85.0,-1.628803e-08,3.181277e-10
-90.0,-1.634053e-08,2.480874e-10
-95.0,-1.641362e-08,3.287364e-10
-100.0,-1.642008e-08,3.056067e-10
-105.0,-1.613585e-08,9.277696e-10
-110.0,-1.660676e-08,3.776609e-10
-115.0,-1.653154e-08,2.88077e-10
-120.0,-1.689303e-08,6.942318e-10
-125.0,-1.662674e-08,2.885858e-10
-130.0,-1.66833e-08,2.764088e-10
-135.0,-1.673386e-08,2.88477e-10
-140.0,-1.682908e-08,2.689482e-10
-145.0,-1.680983e-08,3.193576e-10
-150.0,-1.687712e-08,2.799924e-10
-155.0,-1.697735e-08,2.832861e-10
-160.0,-1.69666e-08,2.819258e-10
-165.0,-1.91183e-08,1.012459e-08
-170.0,-1.706911e-08,4.165434e-10
-175.0,-1.723558e-08,5.873615e-10
-180.0,-1.720627e-08,4.791074e-10
-185.0,-1.727109e-08,5.330533e-10
-190.0,-1.735129e-08,4.112402e-10
-195.0,-1.741495e-08,5.101189e-10
-200.0,-1.761322e-08,5.645584e-10
-205.0,-1.772755e-08,3.345116e-10
-210.0,-1.766935e-08,5.356222e-10
-215.0,-1.791288e-08,4.153338e-10
-220.0,-1.816769e-08,4.939148e-10
-225.0,-1.803068e-08,4.15594e-10
-230.0,-1.786674e-08,6.409907e-10
-235.0,-1.969346e-08,2.799685e-09
-240.0,-1.914399e-08,2.769581e-09
-245.0,-1.834808e-08,2.688632e-10
-250.0,-1.851083e-08,4.478896e-10
-255.0,-1.865937e-08,3.958947e-10
-260.0,-1.862907e-08,6.532274e-10
-265.0,-1.898482e-08,3.015057e-10
-270.0,-1.981067e-08,1.043702e-09
-275.0,-1.896007e-08,1.033308e-09
-280.0,-1.949579e-08,3.342832e-10
-285.0,-1.957498e-08,3.363329e-10
-290.0,-1.985472e-08,6.293782e-10
-295.0,-1.991074e-08,4.434184e-10
-300.0,-1.998463e-08,5.073842e-10
-305.0,-2.010995e-08,3.364562e-10
-310.0,-2.022587e-08,4.5048e-10
-315.0,-2.038416e-08,3.854581e-10
-320.0,-2.051382e-08,2.902073e-10
-325.0,-2.069402e-08,4.868861e-10
-330.0,-2.093125e-08,3.345642e-10
-335.0,-2.097215e-08,3.477545e-10
-340.0,-2.11284e-08,2.800699e-10
-345.0,-2.128583e-08,2.732526e-10
-350.0,-2.144597e-08,2.797938e-10
-355.0,-2.163195e-08,3.109116e-10
-360.0,-2.191178e-08,3.399507e-10
-365.0,-2.20823e-08,3.475755e-10
-370.0,-2.204588e-08,8.327273e-10
-375.0,-2.229631e-08,4.322034e-10
-380.0,-2.247062e-08,5.095572e-10
-385.0,-2.282023e-08,3.433224e-10
-390.0,-2.284966e-08,2.816219e-10
-395.0,-2.297354e-08,3.865617e-10
-400.0,-2.340003e-08,6.749805e-10
-405.0,-2.327925e-08,1.94767e-09
-410.0,-2.299025e-08,2.311537e-09
-415.0,-2.402208e-08,4.971628e-10
-420.0,-2.388308e-08,1.802982e-09
-425.0,-2.391764e-08,7.426502e-10
-430.0,-2.461054e-08,4.242112e-10
-435.0,-2.476921e-08,3.20843e-10
-440.0,-2.490787e-08,1.12679e-09
-445.0,-2.536745e-08,2.703658e-10
-450.0,-2.568917e-08,4.480945e-10
-455.0,-2.592433e-08,2.692488e-10
-460.0,-2.601332e-08,3.145785e-10
-465.0,-2.630898e-08,3.088598e-10
-470.0,-2.664932e-08,3.111314e-10
-475.0,-2.695773e-08,3.785108e-10
-480.0,-2.717819e-08,2.802285e-10
-485.0,-2.74457e-08,2.885464e-10
-490.0,-2.770909e-08,5.022734e-10
-495.0,-2.816415e-08,4.060161e-10
-500.0,-2.839886e-08,2.947572e-10
-505.0,-2.882528e-08,3.772221e-10
-510.0,-2.909308e-08,2.974521e-10
-515.0,-2.94009e-08,2.700888e-10
-520.0,-2.972515e-08,2.607191e-10
-525.0,-2.999903e-08,2.792484e-10
-530.0,-3.031711e-08,3.06836e-10
-535.0,-3.065291e-08,2.268619e-10
-540.0,-3.098725e-08,2.994778e-10
-545.0,-3.13797e-08,3.070555e-10
-550.0,-3.177204e-08,3.284117e-10
-555.0,-3.202397e-08,2.902459e-10
-560.0,-3.245869e-08,3.174126e-10
-565.0,-3.28136e-08,2.946783e-10
-570.0,-3.320458e-08,2.270906e-10
-575.0,-3.353506e-08,2.825983e-10
-580.0,-3.393927e-08,3.240143e-10
-585.0,-3.426044e-08,2.87332e-10
-590.0,-3.467424e-08,3.19249e-10
-595.0,-3.506192e-08,3.641674e-10
-600.0,-3.543597e-08,2.685177e-10
-605.0,-3.58094e-08,2.794249e-10
-610.0,-3.61359e-08,3.273324e-10
-615.0,-3.662193e-08,3.214474e-10
-620.0,-3.710636e-08,3.898124e-10
-625.0,-3.77525e-08,6.701261e-10
-630.0,-3.785886e-08,2.406895e-10
-635.0,-3.832218e-08,2.92055e-10
-640.0,-3.87853e-08,3.547761e-10
-645.0,-3.894279e-08,9.343284e-10
-650.0,-3.96268e-08,3.694161e-10
-655.0,-3.998958e-08,2.808469e-10
-660.0,-4.035445e-08,3.252602e-10
-665.0,-4.065555e-08,7.278113e-10
-670.0,-4.11526e-08,3.179421e-10
-675.0,-4.132828e-08,8.298396e-10
-680.0,-4.21857e-08,3.607629e-10
-685.0,-4.274525e-08,3.194476e-10
-690.0,-4.307439e-08,1.653253e-10
-695.0,-4.357303e-08,9.523713e-10
-700.0,-4.407366e-08,2.853462e-10
-705.0,-4.454506e-08,2.320397e-10
-710.0,-4.497689e-08,3.219941e-10
-715.0,-4.545963e-08,4.321423e-10
-720.0,-4.589137e-08,3.026102e-10
-725.0,-4.640706e-08,3.747795e-10
-730.0,-4.696386e-08,5.132405e-10
-735.0,-4.744242e-08,2.933225e-10
-740.0,-4.786831e-08,3.324302e-10
-745.0,-4.825694e-08,3.211488e-10
-750.0,-4.897151e-08,2.257346e-10
-755.0,-4.967021e-08,1.080129e-09
-760.0,-5.006128e-08,4.072567e-10
-765.0,-5.046733e-08,2.786494e-10
-770.0,-5.085047e-08,2.695698e-10
-775.0,-5.108729e-08,7.705869e-10
-780.0,-5.237612e-08,1.756112e-09
-785.0,-5.246679e-08,4.426247e-10
-790.0,-5.30377e-08,5.078152e-10
-795.0,-5.344534e-08,2.674672e-10
-800.0,-5.400955e-08,4.355124e-10
-805.0,-5.447958e-08,3.919653e-10
-810.0,-5.507594e-08,5.764463e-10
-815.0,-5.552999e-08,4.099109e-10
-820.0,-5.61861e-08,6.980069e-10
-825.0,-5.685567e-08,4.178703e-10
-830.0,-5.73063e-08,5.285063e-10
-835.0,-5.780118e-08,3.659213e-10
-840.0,-5.826521e-08,5.041041e-10
-845.0,-5.885199e-08,3.662119e-10
-850.0,-5.93416e-08,6.014789e-10
-855.0,-6.001143e-08,8.208589e-10
-860.0,-6.064424e-08,2.765798e-10
-865.0,-6.123938e-08,2.791574e-10
-870.0,-6.172763e-08,3.935067e-10
-875.0,-6.224286e-08,5.565083e-10
-880.0,-6.314784e-08,4.901292e-10
-885.0,-6.323355e-08,5.915709e-10
-890.0,-6.385368e-08,2.840149e-10
-895.0,-6.48164e-08,4.185781e-09
